babelnet_id,lemma,sense_lemma,pos,examples,glosses,categories
bn:00008282n,bande,banding,NOUN,,An adornment consisting of a strip of a contrasting color or material,Geometric_shapes | Patterns
bn:00008282n,bande,stripe,NOUN,,An adornment consisting of a strip of a contrasting color or material,Geometric_shapes | Patterns
bn:00008284n,bande,band,NOUN,,A range of frequencies between two limits,Articles_with_short_description | Radio_spectrum
bn:00076630n,terroriste,terrorist,NOUN,,A radical who employs terror as a political weapon; usually organizes with other terrorists in small cells; often uses religion as a cover for terrorist activities,All_articles_lacking_reliable_references | All_articles_needing_additional_references | Crimes | Terrorism | Warfare_by_type | Wikipedia_pending_changes_protected_pages | _archived_copy_as_title
bn:00001082n,terroriste,terrorism,NOUN,,The calculated use of violence (or the threat of violence) against civilians in order to attain goals that are political or religious or ideological in nature; this is done through intimidation or coercion or instilling fear,All_articles_lacking_reliable_references | All_articles_needing_additional_references | Crimes | Terrorism | Warfare_by_type | Wikipedia_pending_changes_protected_pages | _archived_copy_as_title
bn:00001082n,terroriste,act_of_terrorism,NOUN,,The calculated use of violence (or the threat of violence) against civilians in order to attain goals that are political or religious or ideological in nature; this is done through intimidation or coercion or instilling fear,All_articles_lacking_reliable_references | All_articles_needing_additional_references | Crimes | Terrorism | Warfare_by_type | Wikipedia_pending_changes_protected_pages | _archived_copy_as_title
bn:00001082n,terroriste,terrorist_act,NOUN,,The calculated use of violence (or the threat of violence) against civilians in order to attain goals that are political or religious or ideological in nature; this is done through intimidation or coercion or instilling fear,All_articles_lacking_reliable_references | All_articles_needing_additional_references | Crimes | Terrorism | Warfare_by_type | Wikipedia_pending_changes_protected_pages | _archived_copy_as_title
bn:00010633n,chouette,owl,NOUN,,Nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes,Articles_with_'species'_microformats | Articles_with_short_description | Extant_Paleocene_first_appearances | Owls | Use_dmy_dates_from_December_2015 | Webarchive_template_wayback_links | Wikipedia_pending_changes_protected_pages
bn:00010633n,chouette,bird_of_Minerva,NOUN,,Nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes,Articles_with_'species'_microformats | Articles_with_short_description | Extant_Paleocene_first_appearances | Owls | Use_dmy_dates_from_December_2015 | Webarchive_template_wayback_links | Wikipedia_pending_changes_protected_pages
bn:00010633n,chouette,bird_of_night,NOUN,,Nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes,Articles_with_'species'_microformats | Articles_with_short_description | Extant_Paleocene_first_appearances | Owls | Use_dmy_dates_from_December_2015 | Webarchive_template_wayback_links | Wikipedia_pending_changes_protected_pages
bn:00010633n,chouette,hooter,NOUN,,Nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes,Articles_with_'species'_microformats | Articles_with_short_description | Extant_Paleocene_first_appearances | Owls | Use_dmy_dates_from_December_2015 | Webarchive_template_wayback_links | Wikipedia_pending_changes_protected_pages
bn:00026055n,délinquant,delinquent,NOUN,,A young offender,Anti-social_behaviour | Articles_with_short_description | Childhood | Crime | Criminal_records | Criminology | Juvenile_delinquency | Juvenile_law
bn:00026055n,délinquant,juvenile_delinquent,NOUN,,A young offender,Anti-social_behaviour | Articles_with_short_description | Childhood | Crime | Criminal_records | Criminology | Juvenile_delinquency | Juvenile_law
bn:00023815n,délinquant,criminal,NOUN,,Someone who has committed a crime or has been legally convicted of a crime,Articles_with_short_description | Crime | Crimes | Criminal_law | Criminal_law_legal_terms | Criminology | Legal_history | Morality | Outlaws | Punishments
bn:00023815n,délinquant,felon,NOUN,,Someone who has committed a crime or has been legally convicted of a crime,Articles_with_short_description | Crime | Crimes | Criminal_law | Criminal_law_legal_terms | Criminology | Legal_history | Morality | Outlaws | Punishments
bn:00023815n,délinquant,crook,NOUN,,Someone who has committed a crime or has been legally convicted of a crime,Articles_with_short_description | Crime | Crimes | Criminal_law | Criminal_law_legal_terms | Criminology | Legal_history | Morality | Outlaws | Punishments
bn:00023815n,délinquant,outlaw,NOUN,,Someone who has committed a crime or has been legally convicted of a crime,Articles_with_short_description | Crime | Crimes | Criminal_law | Criminal_law_legal_terms | Criminology | Legal_history | Morality | Outlaws | Punishments
bn:00023815n,délinquant,malefactor,NOUN,,Someone who has committed a crime or has been legally convicted of a crime,Articles_with_short_description | Crime | Crimes | Criminal_law | Criminal_law_legal_terms | Criminology | Legal_history | Morality | Outlaws | Punishments
bn:00101134a,délinquant,delinquent,ADJ,A delinquent account | An overdue installment,Past due; not paid at the scheduled time,
bn:00101134a,délinquant,overdue,ADJ,A delinquent account | An overdue installment,Past due; not paid at the scheduled time,
bn:00058677n,délinquant,wrongdoer,NOUN,,A person who transgresses moral or civil law,
bn:00058677n,délinquant,offender,NOUN,,A person who transgresses moral or civil law,
bn:00101133a,délinquant,derelict,ADJ,Derelict (or delinquent) in his duty | Neglectful of his duties | Remiss of you not to pay your bills,Failing in what duty requires,
bn:00101133a,délinquant,delinquent,ADJ,Derelict (or delinquent) in his duty | Neglectful of his duties | Remiss of you not to pay your bills,Failing in what duty requires,
bn:00101133a,délinquant,neglectful,ADJ,Derelict (or delinquent) in his duty | Neglectful of his duties | Remiss of you not to pay your bills,Failing in what duty requires,
bn:00101133a,délinquant,remiss,ADJ,Derelict (or delinquent) in his duty | Neglectful of his duties | Remiss of you not to pay your bills,Failing in what duty requires,
bn:00101132a,délinquant,delinquent,ADJ,Delinquent minors,Guilty of a misdeed,
bn:00011711n,policier,bobby,NOUN,,An informal term for a British policeman,All_articles_needing_additional_references | Articles_with_short_description | Law_enforcement_occupations | Police_officers | Positions_of_authority
bn:00058698n,policier,policeman,NOUN,"It was an accident, officer",A member of a police force,All_articles_needing_additional_references | Articles_with_short_description | Law_enforcement_occupations | Police_officers | Positions_of_authority
bn:00058698n,policier,police_officer,NOUN,"It was an accident, officer",A member of a police force,All_articles_needing_additional_references | Articles_with_short_description | Law_enforcement_occupations | Police_officers | Positions_of_authority
bn:00058698n,policier,officer,NOUN,"It was an accident, officer",A member of a police force,All_articles_needing_additional_references | Articles_with_short_description | Law_enforcement_occupations | Police_officers | Positions_of_authority
bn:00113968a,jaune,yellow,ADJ,,Of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk,
bn:00113968a,jaune,yellowish,ADJ,,Of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk,
bn:00113968a,jaune,xanthous,ADJ,,Of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk,
bn:00029925n,jaune,egg_yolk,NOUN,,The yellow spherical part of an egg that is surrounded by the albumen,Articles_with_short_description | Eggs
bn:00029925n,jaune,yolk,NOUN,,The yellow spherical part of an egg that is surrounded by the albumen,Articles_with_short_description | Eggs
bn:00070621n,jaune,yellowtail,NOUN,,Game fish of southern California and Mexico having a yellow tail fin,Fish_common_names | Set_indices_on_animal_common_names
bn:00070621n,jaune,Seriola_dorsalis,NOUN,,Game fish of southern California and Mexico having a yellow tail fin,Fish_common_names | Set_indices_on_animal_common_names
bn:00006331n,jaune,Asian,NOUN,,A native or inhabitant of Asia,Articles_with_Norwegian-language_sources_(no) | Articles_with_short_description | Asian_people | People_of_Asian_descent | Race_(human_categorization)
bn:00006331n,jaune,Asiatic,NOUN,,A native or inhabitant of Asia,Articles_with_Norwegian-language_sources_(no) | Articles_with_short_description | Asian_people | People_of_Asian_descent | Race_(human_categorization)
bn:00081866n,jaune,yellow,NOUN,,Yellow color or pigment; the chromatic color resembling the hue of sunflowers or ripe lemons,All_Wikipedia_articles_written_in_American_English | Articles_with_short_description | Optical_spectrum | Shades_of_yellow | Web_colors
bn:00081866n,jaune,yellowness,NOUN,,Yellow color or pigment; the chromatic color resembling the hue of sunflowers or ripe lemons,All_Wikipedia_articles_written_in_American_English | Articles_with_short_description | Optical_spectrum | Shades_of_yellow | Web_colors
bn:00037663n,général,general_officer,NOUN,,Officers in the Army or Air Force or Marines above the rank of colonel,Articles_with_permanently_dead_external_links | Articles_with_short_description | Generals | Military_ranks
bn:00103510a,général,general,ADJ,A general anesthetic | General symptoms,Affecting the entire body,
bn:00103508a,général,general,ADJ,General knowledge | General studies,Not specialized or limited to one class of things,
bn:00037648n,général,general,NOUN,He discussed the general but neglected the particular,A fact about the whole (as opposed to particular),
bn:00096366a,général,across-the-board,ADJ,A panoptic study of Soviet nationality | A panoptic study of Soviet nationality - T.G.Winner | Across-the-board pay increases | An all-embracing definition | An invention with broad applications | Blanket sanctions against human-rights violators | Granted him wide powers,Broad in scope or content,
bn:00096366a,général,all-embracing,ADJ,A panoptic study of Soviet nationality | A panoptic study of Soviet nationality - T.G.Winner | Across-the-board pay increases | An all-embracing definition | An invention with broad applications | Blanket sanctions against human-rights violators | Granted him wide powers,Broad in scope or content,
bn:00096366a,général,all-encompassing,ADJ,A panoptic study of Soviet nationality | A panoptic study of Soviet nationality - T.G.Winner | Across-the-board pay increases | An all-embracing definition | An invention with broad applications | Blanket sanctions against human-rights violators | Granted him wide powers,Broad in scope or content,
bn:00096366a,général,all-inclusive,ADJ,A panoptic study of Soviet nationality | A panoptic study of Soviet nationality - T.G.Winner | Across-the-board pay increases | An all-embracing definition | An invention with broad applications | Blanket sanctions against human-rights violators | Granted him wide powers,Broad in scope or content,
bn:00096366a,général,blanket,ADJ,A panoptic study of Soviet nationality | A panoptic study of Soviet nationality - T.G.Winner | Across-the-board pay increases | An all-embracing definition | An invention with broad applications | Blanket sanctions against human-rights violators | Granted him wide powers,Broad in scope or content,
bn:00096366a,général,broad,ADJ,A panoptic study of Soviet nationality | A panoptic study of Soviet nationality - T.G.Winner | Across-the-board pay increases | An all-embracing definition | An invention with broad applications | Blanket sanctions against human-rights violators | Granted him wide powers,Broad in scope or content,
bn:00096366a,général,encompassing,ADJ,A panoptic study of Soviet nationality | A panoptic study of Soviet nationality - T.G.Winner | Across-the-board pay increases | An all-embracing definition | An invention with broad applications | Blanket sanctions against human-rights violators | Granted him wide powers,Broad in scope or content,
bn:00096366a,général,extensive,ADJ,A panoptic study of Soviet nationality | A panoptic study of Soviet nationality - T.G.Winner | Across-the-board pay increases | An all-embracing definition | An invention with broad applications | Blanket sanctions against human-rights violators | Granted him wide powers,Broad in scope or content,
bn:00096366a,général,panoptic,ADJ,A panoptic study of Soviet nationality | A panoptic study of Soviet nationality - T.G.Winner | Across-the-board pay increases | An all-embracing definition | An invention with broad applications | Blanket sanctions against human-rights violators | Granted him wide powers,Broad in scope or content,
bn:00096366a,général,wide,ADJ,A panoptic study of Soviet nationality | A panoptic study of Soviet nationality - T.G.Winner | Across-the-board pay increases | An all-embracing definition | An invention with broad applications | Blanket sanctions against human-rights violators | Granted him wide powers,Broad in scope or content,
bn:00098888a,général,broad,ADJ,A broad rule | Felt an unspecific dread | The broad outlines of the plan,Not detailed or specific,
bn:00098888a,général,unspecific,ADJ,A broad rule | Felt an unspecific dread | The broad outlines of the plan,Not detailed or specific,
bn:00115495r,général,generally,ADV,He is interested in snakes in general,Without distinction of one from others,
bn:00115495r,général,in_general,ADV,He is interested in snakes in general,Without distinction of one from others,
bn:00115495r,général,in_the_main,ADV,He is interested in snakes in general,Without distinction of one from others,
bn:00103511a,général,general,ADJ,A general description of the merchandise | Bearing a general resemblance to the original,Somewhat indefinite,
bn:00103509a,général,general,ADJ,The general discontent,Prevailing among and common to the general public,
bn:00037647n,général,general,NOUN,,The head of a religious order or congregation,Articles_incorporating_text_from_the_1913_Catholic_Encyclopedia_with_Wikisource_reference | Organisation_of_Catholic_religious_orders | Roman_Catholic_Church_offices | Superiors_General
bn:00037647n,général,superior_general,NOUN,,The head of a religious order or congregation,Articles_incorporating_text_from_the_1913_Catholic_Encyclopedia_with_Wikisource_reference | Organisation_of_Catholic_religious_orders | Roman_Catholic_Church_offices | Superiors_General
bn:00103507a,général,general,ADJ,A general rule | Comprehensible to the general reader | General assistance | In general terms | The general public,Applying to all or most members of a category or group,
bn:00016781n,général,universality,NOUN,,The quality of being universal; existing everywhere,Metaphysical_properties
bn:00016781n,général,catholicity,NOUN,,The quality of being universal; existing everywhere,Metaphysical_properties
bn:00036772n,général,general,NOUN,,A general officer of the highest rank,Articles_with_permanently_dead_external_links | Articles_with_short_description | Generals | Military_ranks
bn:00036772n,général,full_general,NOUN,,A general officer of the highest rank,Articles_with_permanently_dead_external_links | Articles_with_short_description | Generals | Military_ranks
bn:00017516n,professeur,professorship,NOUN,He was awarded an endowed chair in economics,The position of professor,Academic_ranks | All_articles_containing_potentially_dated_statements | Articles_with_short_description | Education_and_training_occupations | Professorships
bn:00017516n,professeur,chair,NOUN,He was awarded an endowed chair in economics,The position of professor,Academic_ranks | All_articles_containing_potentially_dated_statements | Articles_with_short_description | Education_and_training_occupations | Professorships
bn:00036778n,professeur,full_professor,NOUN,,A professor of the highest rank,
bn:00046958n,professeur,teacher,NOUN,,A person whose occupation is teaching,All_articles_that_may_contain_original_research | Articles_with_short_description | Education_and_training_occupations | Positions_of_authority | Teaching
bn:00046958n,professeur,instructor,NOUN,,A person whose occupation is teaching,All_articles_that_may_contain_original_research | Articles_with_short_description | Education_and_training_occupations | Positions_of_authority | Teaching
bn:00064601n,professeur,professor,NOUN,,Someone who is a member of the faculty at a college or university,Academic_ranks | All_articles_containing_potentially_dated_statements | Articles_with_short_description | Education_and_training_occupations | Professorships
bn:00064601n,professeur,prof,NOUN,,Someone who is a member of the faculty at a college or university,Academic_ranks | All_articles_containing_potentially_dated_statements | Articles_with_short_description | Education_and_training_occupations | Professorships
bn:00076289n,professeur,teacher,NOUN,Books were his teachers | Experience is a demanding teacher,A personified abstraction that teaches,
bn:00069637n,professeur,schoolteacher,NOUN,,A teacher in a school below the college level,All_articles_that_may_contain_original_research | Articles_with_short_description | Education_and_training_occupations | Positions_of_authority | Teaching
bn:00069637n,professeur,school_teacher,NOUN,,A teacher in a school below the college level,All_articles_that_may_contain_original_research | Articles_with_short_description | Education_and_training_occupations | Positions_of_authority | Teaching
bn:00034454n,charge,filler,NOUN,,Used for filling cracks or holes in a surface,Materials | Papermaking | Plastics_additives
bn:00051672n,charge,load,NOUN,The system broke down under excessive loads,A quantity that can be processed or transported at one time,
bn:00051672n,charge,loading,NOUN,The system broke down under excessive loads,A quantity that can be processed or transported at one time,
bn:00036823n,charge,function,NOUN,Play its role | The function of a teacher | The government must do its part,The actions and activities assigned to or required or expected of a person or group,
bn:00036823n,charge,office,NOUN,Play its role | The function of a teacher | The government must do its part,The actions and activities assigned to or required or expected of a person or group,
bn:00036823n,charge,part,NOUN,Play its role | The function of a teacher | The government must do its part,The actions and activities assigned to or required or expected of a person or group,
bn:00036823n,charge,role,NOUN,Play its role | The function of a teacher | The government must do its part,The actions and activities assigned to or required or expected of a person or group,
bn:00047408n,charge,ion,NOUN,,A particle that is electrically charged (positive or negative); an atom or molecule or group that has lost or gained one or more electrons,Charge_carriers | Ions | Physical_chemistry
bn:00013944n,charge,burden,NOUN,,The central idea that is expanded in a document or discourse,
bn:00030712n,charge,encumbrance,NOUN,,A charge against property (as a lien or mortgage),Accounting_terminology | Common_law_legal_terms | Intellectual_property_law | Legal_term_stubs | Property_law_legal_terminology | Real_estate_stubs
bn:00030712n,charge,incumbrance,NOUN,,A charge against property (as a lien or mortgage),Accounting_terminology | Common_law_legal_terms | Intellectual_property_law | Legal_term_stubs | Property_law_legal_terminology | Real_estate_stubs
bn:00013942n,charge,load,NOUN,,Weight to be borne or conveyed,
bn:00013942n,charge,loading,NOUN,,Weight to be borne or conveyed,
bn:00013942n,charge,burden,NOUN,,Weight to be borne or conveyed,
bn:00006466n,charge,assault,NOUN,,Close fighting during the culmination of a military attack,
bn:00017792n,charge,charge,NOUN,The battery needed a fresh charge,The quantity of unbalanced electricity in a body (either positive or negative) and construed as an excess or deficiency of electrons,All_articles_needing_additional_references | Articles_with_short_description | Charge_carriers | Chemical_properties | Conservation_laws | Electric_charge | Electricity | Electromagnetic_quantities | Electrostatics | Flavour_(particle_physics) | Ions | Physical_chemistry | Spintronics
bn:00017792n,charge,electric_charge,NOUN,The battery needed a fresh charge,The quantity of unbalanced electricity in a body (either positive or negative) and construed as an excess or deficiency of electrons,All_articles_needing_additional_references | Articles_with_short_description | Charge_carriers | Chemical_properties | Conservation_laws | Electric_charge | Electricity | Electromagnetic_quantities | Electrostatics | Flavour_(particle_physics) | Ions | Physical_chemistry | Spintronics
bn:00005786n,charge,charge,NOUN,,Heraldry consisting of a design or image depicted on a shield,Heraldic_charges | Heraldry
bn:00005786n,charge,bearing,NOUN,,Heraldry consisting of a design or image depicted on a shield,Heraldic_charges | Heraldry
bn:00005786n,charge,heraldic_bearing,NOUN,,Heraldry consisting of a design or image depicted on a shield,Heraldic_charges | Heraldry
bn:00005786n,charge,armorial_bearing,NOUN,,Heraldry consisting of a design or image depicted on a shield,Heraldic_charges | Heraldry
bn:00013941n,charge,burden,NOUN,That's a load off my mind | The burden of responsibility,An onerous or difficult concern,
bn:00013941n,charge,load,NOUN,That's a load off my mind | The burden of responsibility,An onerous or difficult concern,
bn:00013941n,charge,encumbrance,NOUN,That's a load off my mind | The burden of responsibility,An onerous or difficult concern,
bn:00013941n,charge,incumbrance,NOUN,That's a load off my mind | The burden of responsibility,An onerous or difficult concern,
bn:00013941n,charge,onus,NOUN,That's a load off my mind | The burden of responsibility,An onerous or difficult concern,
bn:00006994n,charge,attack,NOUN,The attack began at dawn,(military) an offensive against an enemy (using weapons),
bn:00006994n,charge,onslaught,NOUN,The attack began at dawn,(military) an offensive against an enemy (using weapons),
bn:00006994n,charge,onset,NOUN,The attack began at dawn,(military) an offensive against an enemy (using weapons),
bn:00006994n,charge,onrush,NOUN,The attack began at dawn,(military) an offensive against an enemy (using weapons),
bn:00017789n,charge,charge,NOUN,The battle began with a cavalry charge | The wrestler's charge carried him past his adversary,An impetuous rush toward someone or something,All_articles_needing_additional_references | Cavalry_charges | Military_tactics | Tactical_formations_of_the_Napoleonic_Wars
bn:00053100n,homme,man,NOUN,She takes good care of her man,A male person who plays a significant role (husband or lover or boyfriend) in the life of a particular woman,
bn:00053099n,homme,man,NOUN,The army will make a man of you,An adult male person who has a manly character (virile and courageous competent),
bn:00011241n,homme,chap,NOUN,He's a good bloke | He's a likable cuss | That chap is your host | There's a fellow at the door,A boy or man,
bn:00011241n,homme,fellow,NOUN,He's a good bloke | He's a likable cuss | That chap is your host | There's a fellow at the door,A boy or man,
bn:00011241n,homme,feller,NOUN,He's a good bloke | He's a likable cuss | That chap is your host | There's a fellow at the door,A boy or man,
bn:00011241n,homme,fella,NOUN,He's a good bloke | He's a likable cuss | That chap is your host | There's a fellow at the door,A boy or man,
bn:00011241n,homme,lad,NOUN,He's a good bloke | He's a likable cuss | That chap is your host | There's a fellow at the door,A boy or man,
bn:00011241n,homme,gent,NOUN,He's a good bloke | He's a likable cuss | That chap is your host | There's a fellow at the door,A boy or man,
bn:00011241n,homme,blighter,NOUN,He's a good bloke | He's a likable cuss | That chap is your host | There's a fellow at the door,A boy or man,
bn:00011241n,homme,cuss,NOUN,He's a good bloke | He's a likable cuss | That chap is your host | There's a fellow at the door,A boy or man,
bn:00011241n,homme,bloke,NOUN,He's a good bloke | He's a likable cuss | That chap is your host | There's a fellow at the door,A boy or man,
bn:00001533n,homme,man,NOUN,There were two women and six men on the bus,An adult person who is male (as opposed to a woman),Adulthood | Males | Men | Reproduction | Sexual_reproduction | Sexuality
bn:00001533n,homme,adult_male,NOUN,There were two women and six men on the bus,An adult person who is male (as opposed to a woman),Adulthood | Males | Men | Reproduction | Sexual_reproduction | Sexuality
bn:00044576n,homme,homo,NOUN,,"Any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage",All_articles_containing_potentially_dated_statements | All_articles_needing_additional_references | Animals_described_in_1758 | Anthropology | Apes | Apex_predators | Articles_with_'species'_microformats | Articles_with_multiple_maintenance_issues | Articles_with_short_description | Cosmopolitan mammals | Early_species_of_Homo | Extant_Gelasian_first_appearances | Extant_Piacenzian_first_appearances | Film_genres | Hominina | Horror_fiction | Horror_films | Human_evolution | Humans | Invasive_mammal_species | Mammal_genera_with_one_living_species | Mammals_described_in_1758 | Megafauna | Primate_genera | Taxa_named_by_Carl_Linnaeus | Taxonbars_desynced_from_Wikidata | Thrillers | Tool-using_mammals | _long_volume_value
bn:00044576n,homme,man,NOUN,,"Any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage",All_articles_containing_potentially_dated_statements | All_articles_needing_additional_references | Animals_described_in_1758 | Anthropology | Apes | Apex_predators | Articles_with_'species'_microformats | Articles_with_multiple_maintenance_issues | Articles_with_short_description | Cosmopolitan mammals | Early_species_of_Homo | Extant_Gelasian_first_appearances | Extant_Piacenzian_first_appearances | Film_genres | Hominina | Horror_fiction | Horror_films | Human_evolution | Humans | Invasive_mammal_species | Mammal_genera_with_one_living_species | Mammals_described_in_1758 | Megafauna | Primate_genera | Taxa_named_by_Carl_Linnaeus | Taxonbars_desynced_from_Wikidata | Thrillers | Tool-using_mammals | _long_volume_value
bn:00044576n,homme,human_being,NOUN,,"Any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage",All_articles_containing_potentially_dated_statements | All_articles_needing_additional_references | Animals_described_in_1758 | Anthropology | Apes | Apex_predators | Articles_with_'species'_microformats | Articles_with_multiple_maintenance_issues | Articles_with_short_description | Cosmopolitan mammals | Early_species_of_Homo | Extant_Gelasian_first_appearances | Extant_Piacenzian_first_appearances | Film_genres | Hominina | Horror_fiction | Horror_films | Human_evolution | Humans | Invasive_mammal_species | Mammal_genera_with_one_living_species | Mammals_described_in_1758 | Megafauna | Primate_genera | Taxa_named_by_Carl_Linnaeus | Taxonbars_desynced_from_Wikidata | Thrillers | Tool-using_mammals | _long_volume_value
bn:00044576n,homme,human,NOUN,,"Any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage",All_articles_containing_potentially_dated_statements | All_articles_needing_additional_references | Animals_described_in_1758 | Anthropology | Apes | Apex_predators | Articles_with_'species'_microformats | Articles_with_multiple_maintenance_issues | Articles_with_short_description | Cosmopolitan mammals | Early_species_of_Homo | Extant_Gelasian_first_appearances | Extant_Piacenzian_first_appearances | Film_genres | Hominina | Horror_fiction | Horror_films | Human_evolution | Humans | Invasive_mammal_species | Mammal_genera_with_one_living_species | Mammals_described_in_1758 | Megafauna | Primate_genera | Taxa_named_by_Carl_Linnaeus | Taxonbars_desynced_from_Wikidata | Thrillers | Tool-using_mammals | _long_volume_value
bn:00014190n,homme,fellow,NOUN,"Hey buster, what's up? | Say, fellow, what are you doing?",An informal form of address for a man,19th-century_fashion | 20th-century_fashion | All_articles_with_vague_or_ambiguous_time | American_slang | Articles_with_short_description | Slang_terms_for_men | Stereotypes_of_urban_people
bn:00014190n,homme,dude,NOUN,"Hey buster, what's up? | Say, fellow, what are you doing?",An informal form of address for a man,19th-century_fashion | 20th-century_fashion | All_articles_with_vague_or_ambiguous_time | American_slang | Articles_with_short_description | Slang_terms_for_men | Stereotypes_of_urban_people
bn:00014190n,homme,buster,NOUN,"Hey buster, what's up? | Say, fellow, what are you doing?",An informal form of address for a man,19th-century_fashion | 20th-century_fashion | All_articles_with_vague_or_ambiguous_time | American_slang | Articles_with_short_description | Slang_terms_for_men | Stereotypes_of_urban_people
bn:00053097n,homme,man,NOUN,It was every man for himself,The generic use of the word to refer to any human being,
bn:00053096n,homme,serviceman,NOUN,Two men stood sentry duty,Someone who serves in the armed forces; a member of a military force,All_articles_lacking_sources | Articles_with_permanently_dead_external_links | Articles_with_short_description | Military_life | Military_personnel | Military_specialisms | Positions_of_authority | Set_indices
bn:00053096n,homme,military_man,NOUN,Two men stood sentry duty,Someone who serves in the armed forces; a member of a military force,All_articles_lacking_sources | Articles_with_permanently_dead_external_links | Articles_with_short_description | Military_life | Military_personnel | Military_specialisms | Positions_of_authority | Set_indices
bn:00053096n,homme,man,NOUN,Two men stood sentry duty,Someone who serves in the armed forces; a member of a military force,All_articles_lacking_sources | Articles_with_permanently_dead_external_links | Articles_with_short_description | Military_life | Military_personnel | Military_specialisms | Positions_of_authority | Set_indices
bn:00053096n,homme,military_personnel,NOUN,Two men stood sentry duty,Someone who serves in the armed forces; a member of a military force,All_articles_lacking_sources | Articles_with_permanently_dead_external_links | Articles_with_short_description | Military_life | Military_personnel | Military_specialisms | Positions_of_authority | Set_indices
bn:00009419n,homme,boyfriend,NOUN,"If I'd known he was her boyfriend I wouldn't have asked | When the law changed, Pet could finally married his long-time boyfriend Jim",A man who is the lover of a girl or young woman | A man who is the lover of a man or woman,Boys | Couples | Intimate_relationships | Terms_for_males
bn:00009419n,homme,fellow,NOUN,"If I'd known he was her boyfriend I wouldn't have asked | When the law changed, Pet could finally married his long-time boyfriend Jim",A man who is the lover of a girl or young woman | A man who is the lover of a man or woman,Boys | Couples | Intimate_relationships | Terms_for_males
bn:00009419n,homme,beau,NOUN,"If I'd known he was her boyfriend I wouldn't have asked | When the law changed, Pet could finally married his long-time boyfriend Jim",A man who is the lover of a girl or young woman | A man who is the lover of a man or woman,Boys | Couples | Intimate_relationships | Terms_for_males
bn:00009419n,homme,swain,NOUN,"If I'd known he was her boyfriend I wouldn't have asked | When the law changed, Pet could finally married his long-time boyfriend Jim",A man who is the lover of a girl or young woman | A man who is the lover of a man or woman,Boys | Couples | Intimate_relationships | Terms_for_males
bn:00009419n,homme,young_man,NOUN,"If I'd known he was her boyfriend I wouldn't have asked | When the law changed, Pet could finally married his long-time boyfriend Jim",A man who is the lover of a girl or young woman | A man who is the lover of a man or woman,Boys | Couples | Intimate_relationships | Terms_for_males
bn:00052968n,homme,male,NOUN,,A person who belongs to the sex that cannot have babies,All_articles_lacking_reliable_references | Males | Men | Sex
bn:00052968n,homme,male_person,NOUN,,A person who belongs to the sex that cannot have babies,All_articles_lacking_reliable_references | Males | Men | Sex
bn:00064601n,prof,professor,NOUN,,Someone who is a member of the faculty at a college or university,Academic_ranks | All_articles_containing_potentially_dated_statements | Articles_with_short_description | Education_and_training_occupations | Professorships
bn:00064601n,prof,prof,NOUN,,Someone who is a member of the faculty at a college or university,Academic_ranks | All_articles_containing_potentially_dated_statements | Articles_with_short_description | Education_and_training_occupations | Professorships
bn:00046157n,pauvrete,poverty,NOUN,,The state of having little or no money and few or no material possessions,Aid | Articles_with_short_description | Development_economics | Pages_using_multiple_image_with_manual_scaled_images | Pages_with_missing_ISBNs | Poverty
bn:00046157n,pauvrete,poorness,NOUN,,The state of having little or no money and few or no material possessions,Aid | Articles_with_short_description | Development_economics | Pages_using_multiple_image_with_manual_scaled_images | Pages_with_missing_ISBNs | Poverty
bn:00046157n,pauvrete,impoverishment,NOUN,,The state of having little or no money and few or no material possessions,Aid | Articles_with_short_description | Development_economics | Pages_using_multiple_image_with_manual_scaled_images | Pages_with_missing_ISBNs | Poverty
bn:00081054n,blanc,white,NOUN,,(board games) the lighter pieces,
bn:00081078n,blanc,white_man,NOUN,,A man who is White,All_Wikipedia_articles_written_in_American_English | All_articles_that_may_have_off-topic_sections | Articles_with_permanently_dead_external_links | Articles_with_short_description | Harv_and_Sfn_template_errors | Latin_American_caste_system | People_of_European_descent | Race_(human_categorization) | Skin_pigmentation | Webarchive_template_archiveis_links | White_(human_racial_classification)
bn:00002491n,blanc,egg_white,NOUN,She separated the whites from the yolks of several eggs,The white part of an egg; the nutritive and protective gelatinous substance surrounding the yolk consisting mainly of albumin dissolved in water,Biological_matter | Eggs | Storage proteins
bn:00002491n,blanc,white,NOUN,She separated the whites from the yolks of several eggs,The white part of an egg; the nutritive and protective gelatinous substance surrounding the yolk consisting mainly of albumin dissolved in water,Biological_matter | Eggs | Storage proteins
