ID,Lemma,POS,Synset_ID,Synset_Lemma,Definition,Definition' source,Example,Example' source,Original HurtLex Category,Stereotype,synset_category,synonyms_en,definition_en,definition_category,ERIS_score,aikia_offensive_score
IT3108,triste,adjective,Synset('omw-iwn-01361863-a'),['triste'],che provoca dispiacere,omw,"Ho pianto vere lacrime di gioia nel vederlo, e chi non ha fatto altrettanto è una persona triste.",se,,,,,,,,
IT4594,rosso,noun,Synset('omw-iwn-09863936-n'),"['rosso', 'marxista']",seguace del marxismo,omw,"Ho capito, sei un rosso, quelli che ancora credono ai somari che volano!!!",se,,,,,,,,
IT393,culo,noun,Synset('omw-iwn-05559256-n'),"['deretano', 'fondo schiena', 'culo', 'sedere']",la parte del corpo su cui si sta seduti,omw,Guardare quella che dovrebbe essere una faccia e invece è un culo.,se,,,,,,,,
IT4485,sostenuto,adjective,Synset('omw-iwn-01891109-a'),"['sufficiente', 'sostenuto', 'sussiegoso']","Chi tratta con distacco o freddezza, anche per mostrare risentimento o antipatia.",dm,Guardando in faccia la ragazza con l' atteggiamento sostenuto di un docente che ha inventato la materia che insegna.,se,,,,,,,,
IT456,casino,noun,Synset('omw-iwn-13976322-n'),"['tregenda', 'bordello', 'baraonda', 'vespaio', 'marasma', 'sarabanda', 'putiferio', 'rivoluzione', 'quarantotto', 'casino', 'pandemonio', 'tempesta']",stato di grande confusione e turbamento,omw,"Gli piace ""fare politica"" che equivale, nella sua testa, ad armare un casino, movimentare la giornata, provocare.",se,,,,,,,,
IT89,idiozia,noun,Synset('omw-iwn-05645597-n'),"['idiozia', 'stupidità', 'imbecillità']","l'essere stupido, il mostrare scarsa intelligenza",omw,"Già l'immagine di questo post, descrive bene l’idiozia di certe tematiche.",se,,,,,,,,
IT581,barone,noun,Synset('omw-iwn-09840217-n'),['barone'],chi detiene un grande potere economico,omw,George Pemberton è un barone del legno nell'America di fine anni Venti.,se,,,,,,,,
IT4261,lercio,adjective,Synset('omw-iwn-00419289-a'),"['immondo', 'lercio', 'sozzo', 'sordido', 'lurido', 'laido', 'lordo', 'sudicio', 'sporco']","Che è sporco, macchiato, imbrattato, unto",omw,"Fatti una doccia, sei lercio da fare schifo.",se,,,,,,,,
IT4230,rapina,noun,Synset('omw-iwn-00781685-n'),['rapina'],Richiesta eccessiva di denaro.,dm,"È una rapina la tassa, senza ombra di dubbio.",se,,,,,,,,
IT772,favola,noun,Synset('omw-iwn-06757057-n'),"['bubbola', 'balla', 'favola', 'pispola', 'panzana', 'storia', 'fandonia', 'frottola']","Cosa non vera, inventata, fandonia.",dm,È una favola a cui non crede nessuno.,se,,,,,,,,
IT707,balla,noun,Synset('omw-iwn-06757057-n'),"['bubbola', 'balla', 'favola', 'pispola', 'panzana', 'storia', 'fandonia', 'frottola']","Vistosa bugia, panzana.",sc,È un'altra balla che mi ha raccontato.,se,,,,,,,,
IT2072,abominio,noun,Synset('omw-iwn-14441230-n'),"['obbrobrio', 'infamia', 'abominio']",condizione o azione di grande vergogna o disonore,omw,È già troppo per me questo eterno abominio di avere messo al mondo un figlio criminale,se,,,,,,,,
IT4117,bambina,noun,Synset('omw-iwn-10084295-n'),['bambina'],la donna nel periodo che va dalla nascita e all'inizio della fanciullezza,omw,Dimostragli che non sei una bambina superficiale di cui non può fidarsi.,se,,,,,,,,
IT2690,porco,noun,Synset('omw-iwn-10179649-n'),"['sporcaccione', 'maiale', 'porco', 'sudicione']",persona sporca in senso materiale o morale,omw,"Dato che è un maiale, mastica rumorosamente a bocca aperta.",se,,,,,,,,
IT788,bugiardo,noun,Synset('omw-iwn-10256537-n'),"['bugiardo', 'mentitore']",chi dice bugie,omw,"Considerano i politici come dei bugiardi, ed in realtà lo sono.",se,,,,,,,,
IT2051,politico,noun,Synset('omw-iwn-10014658-n'),"['politico', 'diplomatico']","per estens., persona accorta, abile, piena di tatto nel trattare un affare",omw,"Conosco personalmente Ignazio, è una persona per bene , non è un politico e si vede ,sostanzialmente onesto ma sprovveduto.",se,,,,,,,,
IT1192,arroganza,noun,Synset('omw-iwn-04887912-n'),"['protervia', 'arroganza']",superbia ostinata e provocatoria,omw,Con la vostra arroganza avete provocato solo morte e sofferenza.,se,,,,,,,,
IT3761,solito,adjective,Synset('omw-iwn-00489491-a'),"['consueto', 'solito', 'abituale', 'normale', 'ordinario', 'usuale']",non caratterizzato da eventi eccezionali o da elementi insoliti o stravaganti,omw,Come sempre si cominciano a vedere le solite squadre in lotta per i propri obiettivi.,se,,,,,,,,
IT4366,mediocre,noun,Synset('omw-iwn-10569179-n'),"['mediocrità', 'mediocre']",Persona di limitate capacità o doti.,dm,"Come noto, nessun mediocre è in grado di accettare una critica fondata e anzi si offende.",se,,,,,,,,
IT1304,cattivo,adjective,Synset('omw-iwn-01092572-a'),"['cattivo', 'inefficiente', 'difettoso', 'manchevole.', 'impotente']","difettoso, insufficiente",omw,"Come fare un cattivo servizio alle migliaia di ragazzi che hanno riempito le strade di Udine, gridando tutta la loro delusione verso il mondo dei grandi",se,,,,,,,,
IT656,squillo,noun,Synset('omw-iwn-10485440-n'),"['donnina allegra', 'baiadera', 'donnaccia', 'donna di malaffare', 'peripatetica', 'troia', 'zoccola', 'mignotta', 'passeggiatrice', 'bagascia', 'baldracca', 'battona', 'puttana', 'meretrice', 'prostituta', 'donnina', 'squillo', 'call girl', 'donna di vita', 'donna di strada']",donna che si guadagna da vivere prostituendosi,omw,Ci mancava solo una squillo interpretata da una attrice con il senso del pudore.,se,,,,,,,,
IT475,coglione,noun,Synset('omw-iwn-10734129-n'),"['coglione', 'minchione']",persona sciocca e credulona,omw,Ci faranno questo epitaffio: è morto un coglione .,se,,,,,,,,
IT364,buffone,noun,Synset('omw-iwn-09930876-n'),"['pagliaccio', 'buffone']",chi parla o agisce da pagliaccio,omw,"Ci consideriamo dei buffoni perché recitiamo, balliamo e soprattutto perché sorridiamo.",se,,,,,,,,
IT3467,orgoglio,noun,Synset('omw-iwn-07508486-n'),"['orgoglio', 'fierezza']",sentimento della propria dignità,omw,"Chi pensa così è pieno di orgoglio, ed è anche stolto.",se,,,,,,,,
IT2487,ipocrita,adjective,Synset('omw-iwn-00584403-a'),"['insincero', 'falso', 'igannevole', 'ipocrita', 'finto']","di persona che è falsa, ipocrita",omw,"Certo, sarei ipocrita se dicessi che è stato subito semplice imparare nuovi schemi.",se,,,,,,,,
IT3710,terrorista,noun,Synset('omw-iwn-10702781-n'),['terrorista'],chi compie atti terroristici,omw,"Caro Sky, tu sei un terrorista della ragione e della intelligenza, le cure non si negano a nessuno.",se,,,,,,,,
IT1304,cattivo,adjective,Synset('omw-iwn-01611067-a'),"['temibile', 'pericoloso', 'maligno', 'nocivo', 'cattivo', 'insidioso']","Che compie azioni malvage, disposto al male.",dm,C' è un cattivo che per uccidere e commettere i suoi crimini usa la creatività e il grottesco.,se,,,,,,,,
IT4325,pazzo,adjective,Synset('omw-iwn-02572038-a'),"['irragionevole', 'dissennato', 'folle', 'insensato', 'pazzo', 'pazzesco']","si dice di comportamento, azione, idea, progetto degno di un pazzo",omw,Andrea Annunziata interdetto dai pubblici uffici per 'spese pazze ' in trasferte promozionali.,se,,,,,,,,
IT335,ignorante,adjective,Synset('omw-iwn-01949740-a'),"['ignorante', 'incolto']",privo di cultura,omw,anche se veramente sei ignorante in teologia e cultura generale puoi comunque essere felice.,se,,,,,,,,
IT2724,furto,noun,Synset('omw-iwn-00780889-n'),"['sottrazione', 'furto']","l'impossessarsi, di nascosto, di cosa altrui",omw,Anche evadere le tasse è un furto.,se,,,,,,,,
IT1304,cattivo,adjective,Synset('omw-iwn-00089355-a'),"['spiacevole', 'sgradevole', 'cattivo']","che non incontra il gusto, che non piace",omw,"amava dimorare e ristorarsi a Gallo per scappare dal caldo opprimente e dal cattivo odore che imperava nella ""Caput Mundi"".",se,,,,,,,,
IT578,cane,noun,Synset('omw-iwn-09886220-n'),['cane'],"persona spregevole, villana o malvagia",omw,"Allora saltarono in piedi tutt'e tre e dissero: - Cane maledetto, il nostro sangue griderà vendetta sopra di te!",se,,,,,,,,
IT2162,pecora,noun,Synset('omw-iwn-02411705-n'),['pecora'],"Persona sciocca, stupida, oppure paurosa, codarda.",dm,Allora non sei un ladro... sei una pecora ladro che fai quello che fanno gli altri.,se,,,,,,,,
IT50,agente,noun,Synset('omw-iwn-10448983-n'),"['birro', 'sbirro', 'agente', 'segugio', 'agente di polizia', 'poliziotto', 'piedipiatti']",poliziotto,omw,Alla fine è solo un agente che non riesce ad arrivare ai livelli del vero corrotto.,se,,,,,,,,
IT3424,crudele,adjective,Synset('omw-iwn-01263013-a'),"['tristo', 'feroce', 'empio', 'crudo', 'perverso', 'terribile', 'perfido', 'scellerato', 'crudele', 'malvagio', 'disumano', 'selvaggio']",malvagio,omw,Abbandono dei cani: un fenomeno crudele e pericoloso.,se,,,,,,,,
IT2314,arrogante,adjective,Synset('omw-iwn-01889819-a'),"['tracotante', 'presuntuoso', 'altezzoso', 'arrogante', 'spavaldo', 'supponente']",Che ha un atteggiamento di superiorità e di disprezzo.,sc,A volte il leader dovrebbe dimostrare maggiore diplomazia per evitare di apparire arrogante.,se,,,,,,,,
IT1093,vacca,noun,Synset('omw-iwn-01887787-n'),"['vacca', 'mucca']",bovino femmina che ha già figliato,omw,A Firenze il turismo è una vacca da mungere a vantaggio di pochi.,se,,,,,,,,
IT549,avvocato,noun,Synset('omw-iwn-09775663-n'),"['legale', 'avvocato']","Persona che si assume il compito di difendere qualcosa di indifendibile o privo di valore, spesso con argomentazioni forzate.",hn,"Ogni volta che parli, sembri l'avvocato della mediocrità, cercando di difendere l'indifendibile.",hn,,,,,,,,
IT612,pesce,noun,Synset('omw-iwn-02512053-n'),['pesce'],Persona ingenua e credulona.,dm,"sei proprio un pesce, ci caschi sempre.",dm,,,,,,,,
IT1277,cattivo,noun,Synset('omw-iwn-09831962-n'),"['cattivo', 'malvagio']","Persona malvagia, crudele.",dm,Non fare il cattivo!,dm,,,,,,,,
IT1963,amante,noun,Synset('omw-iwn-09622302-n'),"['amoroso', 'amadore', 'innamorato', 'amante', 'amatore']",Chi ha una relazione amorosa specialmente extraconiugale.,dm,L’amante della moglie.,dm,,,,,,,,
IT4118,bambino,noun,Synset('omw-iwn-10624074-n'),"['figlio', 'figliolo', 'bambino']",Comportarsi in modo infantile.,dm,Fare il bambino.,dm,,,,,,,,
IT1852,tortura,noun,Synset('omw-iwn-00421437-n'),"['martirio', 'sevizia', 'supplizio', 'tortura']","Sofferenza, patimento fisico o morale.",dm,Doverlo ascoltare tutte le mattine è una vera tortura!,dm,,,,,,,,
IT1307,basso,adjective,Synset('omw-iwn-01951008-a'),['basso'],Che si colloca nei ranghi inferiori di una gerarchia,dm,Bassa manovalanza.,dm,,,,,,,,
IT1033,lupo,noun,Synset('omw-iwn-09845589-n'),['lupo'],uomo malvagio,omw,"la Paura è un lupo che spesso viene la notte, e non sempre di giorno si scioglie con le prime luci.",se,,,,,,,,
IT1062,ignoranza,noun,Synset('omw-iwn-04817564-n'),"['incultura', 'ignoranza', 'rozzezza']",,omw,"Sterilizzare è rispetto e senso civico, non farlo è ignoranza e inciviltà.",se,,,,,,,,
IT1139,imprenditore,noun,Synset('omw-iwn-10060352-n'),['imprenditore'],Chi cerca guadagno senza considerare le conseguenze sociali delle proprie azioni.,hn,È solo un imprenditore in cerca di soldi,se,,,,,,,,
IT1222,manzo,noun,Synset('omw-iwn-07663592-n'),['manzo'],Uomo particolarmente robusto e rozzo,dm,"Quel manzo non capisce mai niente, glielo devi spiegare dieci volte!",se,,,,,,,,
IT1365,casta,noun,Synset('omw-iwn-08306047-n'),['casta'],"gruppo sociale rigidamente chiuso. In India, ciascuno dei gruppi sociali su cui si basava, soprattutto in passato, la suddivisione della società",omw,"Chi lavora non 8 ore a settimana, ma 8 e più ore al giorno percepisce stipendi di circa 20 volte inferiori al netto dei bonus e privilegi previsti per la casta della politica.",se,,,,,,,,
IT1456,feccia,noun,Synset('omw-iwn-09269972-n'),['feccia'],"fondo, deposito melmoso lasciato dai liquidi nei recipienti",omw,,,,,,,,,,
IT1495,capra,noun,Synset('omw-iwn-02416964-n'),['capra'],Persona ignorante e poco propensa ad apprendere.,dm,Mi spiace darti lezioni di civiltà ma se sei una capra ignorante non e' colpa mia.,dm,,,,,,,,
IT1972,corte,noun,Synset('omw-iwn-03877845-n'),"['corte', 'palazzo reale', 'reggia']",Gruppo di persone che stanno attorno a un personaggio importante adulandolo e ricercandone i favori.,dm,Una corte di tirapiedi.,dm,,,,,,,,
IT205,immondizia,noun,Synset('omw-iwn-14857497-n'),"['sporcizia', 'scarto', 'spazzatura', 'immondizia', 'pattume', 'rifiuto']",L’essere immondo.,dm,Quell’articolo di giornale è immondizia.,hn,,,,,,,,
IT2050,criminalità,noun,Synset('omw-iwn-13991346-n'),"['delittuosità', 'criminosità', 'criminalità']",l'essere criminale,omw,In questi giorni il nostro territorio è interessato da una serie di fenomeni di mafia e di criminalità.,dm,,,,,,,,
IT2082,odio,noun,Synset('omw-iwn-07546465-n'),['odio'],"sentimento di forte ostilità nei confronti di qualcuno, tanto da desiderarne il male",omw,È accecato dall’odio.,dm,,,,,,,,
IT2092,ipocrisia,noun,Synset('omw-iwn-04868148-n'),"['doppiezza', 'falsità', 'ipocrisia', 'fariseismo', 'farisaismo']","Simulazione di buone qualità o di buoni propositi attraverso azioni o atteggiamenti falsamente virtuosi, per ingannare qcn. o per ottenerne i favori",dm,Nascondere qualcosa sotto la maschera dell’ipocrisia.,dm,,,,,,,,
IT2139,volpe,noun,Synset('omw-iwn-02118333-n'),['volpe'],Persona molto astuta.,dm,"Non riuscirai a ingannarlo, è una volpe.",dm,,,,,,,,
IT2143,cuccia,noun,Synset('omw-iwn-03610524-n'),['cuccia'],un riparo per un cane,omw,,,,,,,,,,
IT2169,portiere,noun,Synset('omw-iwn-09895701-n'),"['portinaio', 'portiere']",Donna pettegola e impicciona,dm,"Non ti fai mai gli affari tuoi, sei peggio di una portinaia.",hn,,,,,,,,
IT2272,male,noun,Synset('omw-iwn-05144079-n'),['male'],Piaga sociale.,dm,La droga è un male del mondo moderno.,dm,,,,,,,,
IT2432,sito,noun,Synset('omw-iwn-05714894-n'),"['zaffata', 'tanfata', 'lezzo', 'tanfo', 'fortore', 'afrore', 'puzza', 'sito', 'puzzo', 'pestilenza', 'fetore']",odore molto penetrante e sgradevole,omw,Sito di chiuso.,dm,,,,,,,,
IT247,massa,noun,Synset('omw-iwn-08160276-n'),"['gente', 'massa', 'popolo']",gruppo di persone poco raccomandabili,dm,Massa di ladri.,dm,,,,,,,,
IT2486,finto,adjective,Synset('omw-iwn-00584403-a'),"['insincero', 'falso', 'igannevole', 'ipocrita', 'finto']","Che inganna, che non è sincero.",dm,Marco è proprio finto quando parla dei suoi successi.,hn,,,,,,,,
IT2489,falso,adjective,Synset('omw-iwn-00584403-a'),"['insincero', 'falso', 'igannevole', 'ipocrita', 'finto']",Di qualcuno che si comporta in modo ipocrita e subdolo.,dm,Una persona falsa.,dm,,,,,,,,
,,,,,,,,,,,,,,,,
IT2489,falso,adjective,Synset('omw-iwn-01573238-a'),"['spurio', 'contraffatto', 'falsificato', 'falso']",Che manca di sincerità.,dm,Falsa amicizia.,dm,,,,,,,,
IT2626,curioso,noun,Synset('omw-iwn-10378026-n'),"['curioso', 'ficcanaso', 'indiscreto', 'impiccione']",persona che si interessa troppo ai fatti altrui,omw,Intorno all’area del delitto si formò il colito capannello di curiosi.,hn,,,,,,,,
IT2668,scopare,verb,Synset('omw-iwn-01426397-v'),"['fare sesso', ""fare all'amore"", 'copulare', 'scopare', ""fare l'amore"", 'accoppiarsi']",congiungersi sessualmente,omw,Se lo è solo scopato senza alcun coinvolgimento sentimentale.,hn,,,,,,,,
IT27,indifferenza,noun,Synset('omw-iwn-04636610-n'),"['distacco', 'apatia', 'noncuranza', 'indifferenza']",l'essere distaccato e indifferente,omw,Mostrare indifferenza per le sofferenze altrui.,dm,,,,,,,,
IT282,stupro,noun,Synset('omw-iwn-00773402-n'),"['violenza carnale', 'stupro']",crimine violento contro la persona,omw,Rendersi colpevole di stupro,dm,,,,,,,,
IT2822,popolazione,noun,Synset('omw-iwn-08223802-n'),['popolazione'],l'insieme degli abitanti di un luogo,omw,,,,,,,,,,
IT2824,popolo,noun,Synset('omw-iwn-07947255-n'),"['volgo', 'popolo', 'classe inferiore', 'ceto inferiore', 'plebe']",La parte della popolazione socialmente e culturalmente più arretrata.,omw,"Lasciali parlare, sono solo chiacchiere da popolo.",hn,,,,,,,,
IT2841,imbianchino,noun,Synset('omw-iwn-10393909-n'),"['pittore', 'imbianchino']",pittore di scarso valore,dm,Quello lì si fa chiamare pittore ma non è altro che un imbianchino.,hn,,,,,,,,
IT2988,miseria,noun,Synset('omw-iwn-13988663-n'),"['miseria', 'infelicità']","Insieme di disgrazie, dolori e patimenti che affliggono una persona.",dm,Le miserie umane.,dm,,,,,,,,
IT3079,incapacità,noun,Synset('omw-iwn-05644922-n'),"['incapacità', 'inabilità']","L’essere incapace, inetto.",dm,Il capo dovrebbe rendersi conto dell’incapacità dei suoi collaboratori.,hn,,,,,,,,
IT3098,incapace,adjective,Synset('omw-iwn-00307474-a'),"['inetto', 'inabile', 'incapace']",privo di attitudine o disposizione per qualcosa,omw,Un insegnante incapace.,dm,,,,,,,,
IT3108,triste,adjective,Synset('omw-iwn-01366277-a'),['triste'],che infonde tristezza,omw,Questa composizione floreale è un po’ triste.,hn,,,,,,,,
IT3173,gay,adjective,Synset('omw-iwn-01201422-a'),"['gay', 'omoerotico', 'omofilo', 'omosessuale']",detto di chi prova attrazione per persone dello stesso sesso,omw,Fossi in te andrei da uno psicologo perchè secondo me sei un gay represso,se,,,,,,,,
IT3176,gelosia,noun,Synset('omw-iwn-07550079-n'),['gelosia'],sentimento doloroso che nasce da un desiderio di possesso esclusivo nei confronti della persona amata e dal timore di una sua infedeltà,omw,Ammettilo: la tua è solo gelosia.,se,,,,,,,,
IT3253,composto,noun,Synset('omw-iwn-14586258-n'),"['mistura', 'miscellanea', 'mix', 'agglomerato', 'amalgama', 'pasticcio', 'impasto', 'mistione', 'mescola', 'melange', 'composto', 'miscela', 'misto', 'miscuglio', 'mescolanza', 'pastone']",mescolanza di due o più sostanze,omw,,,,,,,,,,
IT3331,colpevole,noun,Synset('omw-iwn-10417168-n'),"['responsabile', 'reo', 'colpevole']",chi ha comportamenti punibili per legge,omw,Scopriremo le cause del disastro e perseguiremo i colpevoli.,se,,,,,,,,
IT3348,poliziotto,noun,Synset('omw-iwn-10448983-n'),"['birro', 'sbirro', 'agente', 'segugio', 'agente di polizia', 'poliziotto', 'piedipiatti']","Chi vigila sul comportamento di qcn. in modo pedante o, talvolta, opprimente e irritante",dm,Il direttore fa il poliziotto con i suoi dipendenti.,dm,,,,,,,,
IT335,ignorante,adjective,Synset('omw-iwn-01336837-a'),"['asinesco', 'ignorante', 'insipiente']",mentalmente limitato,omw,Un povero ignorante.,dm,,,,,,,,
IT3432,cattiveria,noun,Synset('omw-iwn-04827957-n'),['cattiveria'],"Azione o frase cattiva, perfidia. ",dm,È stata una cattiveria gratuita.,dm,,,,,,,,
IT3646,nero,adjective,Synset('omw-iwn-00241952-a'),"['nero', 'negro']",che è caratteristico della popolazione negroide,omw,"Un veronese di 61 anni, su un profilo Facebook aveva postato un messaggio in cui si dichiarava pronto ""ad accogliere la Ministra negra con le armi""",se,,,,,,,,
IT3811,rovinare,verb,Synset('omw-iwn-00258857-v'),"['guastare', 'rovinare', 'ledere', 'nuocere', 'danneggiare']",recar danno,omw,Hai rovinato la nostra vita!!!,se,,,,,,,,
IT382,ignorante,noun,Synset('omw-iwn-10198958-n'),"['somaro', 'ignorante', 'asino']",una persona ignorante,omw,Un povero ignorante.,dm,,,,,,,,
IT4004,rumore,noun,Synset('omw-iwn-07223170-n'),"['rumore', 'pettegolezzo', 'diceria']","notizia senza fondamento, ciarla maligna",omw,Non dar retta ai loro pettegolezzi.,dm,,,,,,,,
IT4138,cieco,adjective,Synset('omw-iwn-02158826-a'),"['non vedente', 'cieco']",Folle.,dm,La gelosia lo ha reso cieco.,dm,,,,,,,,
IT4148,cinese,adjective,Synset('omw-iwn-02964782-a'),['cinese'],"della Cina o relativo al popolo, alla cultura o alla lingua cinese",omw,,,,,,,,,,
IT475,coglione,noun,Synset('omw-iwn-05524615-n'),"['gonade', 'coglione', 'palla', 'testicolo']","Persona sciocca e incapace, usato spec. come insulto.",dm,Fare la figura del coglione.,dm,,,,,,,,
IT64,accademia,noun,Synset('omw-iwn-08280124-n'),"['academia', 'accademia']",Esercitazione teorica o esibizione virtuosistica fine a se stessa.,dm,Questa è pura accademia.,dm,,,,,,,,
IT670,troia,noun,Synset('omw-iwn-08788887-n'),"['troia', 'Ilio']","Prostituta, specialmente come insulto.",dm,"Lei non si affeziona a nessuno, è solo una troia.",dm,,,,,,,,
IT702,falsità,noun,Synset('omw-iwn-04868148-n'),"['doppiezza', 'falsità', 'ipocrisia', 'fariseismo', 'farisaismo']","Mancanza di sincerità, ipocrisia, doppiezza.",dm,La sua falsità è insopportabile.,dm,,,,,,,,
IT702,falsità,noun,Synset('omw-iwn-06760076-n'),"['infingimento', 'falsità', 'ipocrisia']",atto da ipocrita,omw,,,,,,,,,,
IT764,carne,noun,Synset('omw-iwn-05217168-n'),['carne'],"Con riferimento discriminatorio e fondandosi solo sugli individui caratterizzati da pelle chiara, di colore roseo, simile a quello della loro carnagione.",dm,Calze color carne.,dm,,,,,,,,
IT943,ricatto,noun,Synset('omw-iwn-00784598-n'),['ricatto'],Richiesta a cui è impossibile opporre un diniego.,dm,L’alternativa che mi proponi è un ricatto.,dm,,,,,,,,
IT327,stupidità,noun,Synset('omw-iwn-05645597-n'),"['idiozia', 'stupidità', 'imbecillità']","l'essere stupido, il mostrare scarsa intelligenza",omw,Essere di una stupidità incredibile.,dm,,,,,,,,
IT1039,cialtrone,noun,[no_synset],[no_synset_lemma],Persona pigra e trasandata senza voglia di lavorare.,dm,Fuori i cialtroni e i buffoni di corte dalla cosa pubblica.,se,,,,,,,,
IT1046,incapace,noun,[no_synset],[no_synset_lemma],Chi non è in grado di svolgere la propria attività.,dm,Alex è un autentico incapace.,hn,,,,,,,,
IT1069,noioso,noun,[no_synset],[no_synset_lemma],"Persona, che annoia, infastidisce.",dm,Non fare il noioso!,dm,,,,,,,,
IT143,poltrone,noun,[no_synset],[no_synset_lemma],"Persona pigra, che ama poltrire.",dm,"Alzati, poltrone!",dm,,,,,,,,
IT1530,banalità,noun,[no_synset],[no_synset_lemma],L’essere banale,dm,La banalità delle sue osservazioni è sconfortante.,dm,,,,,,,,
IT1535,arnese,noun,[no_synset],[no_synset_lemma],Individuo poco raccomandabile.,dm,Ti avevo avvertito di non frequentare quell’arnese.,dm,,,,,,,,
IT1538,minchia,noun,[no_synset],[no_synset_lemma],"Uomo sciocco, stupido.",dm,"Non capisci nulla, sei proprio una minchia!",hn,,,,,,,,
IT1540,cazzo,noun,[no_synset],[no_synset_lemma],"In frasi negative, niente, nulla.",dm,Non ho capito un cazzo.,dm,,,,,,,,
IT1654,strano,noun,[no_synset],[no_synset_lemma],"Di qualcuno, che ha un modo di comportarsi o di pensare inconsueto, che non rientra nella norma.",dm,Sei un ragazzo davvero strano.,dm,,,,,,,,
IT1701,fogna,noun,[no_synset],[no_synset_lemma],"Persona infame, ignobile.",dm,Non fidarti di quella fogna!,dm,,,,,,,,
IT1744,monnezza,noun,[no_synset],[no_synset_lemma],"Spazzatura , immondizia",dm,"Metti in ordine la tua camera, a furia di conservare ricordi l’hai riempita di monnezza.",hn,,,,,,,,
IT1784,follia,noun,[no_synset],[no_synset_lemma],"Sconsideratezza, dissennatezza.",dm,È una follia sciare con questo tempo.,dm,,,,,,,,
IT1889,mona,noun,[no_synset],[no_synset_lemma],"Stupido, sciocco.",dm,Sono quasi sicuro che quel mona di Panda avrebbe votato Juliet.,se,,,,,,,,
IT1893,figa,noun,[no_synset],[no_synset_lemma],Donna attraente e desiderabile,sc,Bella figa.,hn,,,,,,,,
IT1896,fica,noun,[no_synset],[no_synset_lemma],Ragazza o donna molto attraente.,dm,Che pezzo di fica!,dm,,,,,,,,
IT1898,passera,noun,[no_synset],[no_synset_lemma],"Bella donna, bella ragazza.",dm,Che bella passera!,hn,,,,,,,,
IT1904,gnocca,noun,[no_synset],[no_synset_lemma],"Ragazza, donna molto sensuale e attraente.",dm,Che bella gnocca!,hn,,,,,,,,
IT2018,assassino,noun,[no_synset],[no_synset_lemma],Persona che provoca gravi danni svolgendo maldestramente il suo lavoro.,dm,Quel denstista è un assassino.,dm,,,,,,,,
IT2028,criminali,noun,[no_synset],[no_synset_lemma],"Chi ha comportamenti riprovevoli, dannosi, pericolosi alla società.",dm,Quei teppisti dello stadio sono dei veri criminali,dm,,,,,,,,
IT2029,crimini,noun,[no_synset],[no_synset_lemma],azione particolarmente deprecabile,dm,È un crimine sprecare tutto questo cibo!,dm,,,,,,,,
IT203,aggressivo,adjective,[no_synset],[no_synset_lemma],Combattivo per spirito di competizione.,sc,Quel ragazzino è particolarmente aggressivo quando gioca.,hn,,,,,,,,
IT2083,orrore,noun,[no_synset],[no_synset_lemma],Cosa o persona esteticamente sgradevole.,dm,Quella scultura è un vero orrore!,dm,,,,,,,,
IT2142,canile,noun,[no_synset],[no_synset_lemma],Abitazione squallida e sporca.,dm,L’abitazione di quegli studenti è prorpio un canile.,hn,,,,,,,,
IT2198,nano,noun,[no_synset],[no_synset_lemma],Persona molto bassa di statura.,sc,,,,,,,,,,
IT2199,nana,noun,[no_synset],[no_synset_lemma],Persona molto bassa di statura.,sc,Quella è proprio una famiglia di nani.,hn,,,,,,,,
IT2407,trucco,noun,[no_synset],[no_synset_lemma],"Imbroglio, raggiro.",dm,È riuscito a vincere con un trucco.,dm,,,,,,,,
IT2467,fake,noun,[no_synset],[no_synset_lemma],"Falso, finto, che intende raggirare.",hn,"Lo stai pagando troppo poco, secondo me è un fake.",hn,,,,,,,,
IT2560,mafioso,noun,[no_synset],[no_synset_lemma],Chi appartiene a un gruppo deciso a procurarsi determinati vantaggi e a difendere a ogni costo i propri interessi.,dm,Quel gruppo di professori sono una congrega di mafiosi.,hn,,,,,,,,
IT2566,fascisti,noun,[no_synset],[no_synset_lemma],"Chi si comporta in modo autoritario, reazionario e antidemocratico, o impone le proprie convinzioni con violenza brutale",dm,"Non li sopporto quelli, si comportano come fascisti.",hn,,,,,,,,
IT264,bestia,noun,[no_synset],[no_synset_lemma],Persona ignorante o incapace.,dm,Quello studente è proprio una bestia.,dm,,,,,,,,
IT2646,inutile,noun,[no_synset],[no_synset_lemma],"Inetto, incapace.",dm,Un collaboratore inutile.,dm,,,,,,,,
IT2678,illegittimo,adjective,[no_synset],[no_synset_lemma],"Contrario a ciò che è giusto, logico o giustificabile",dm,Una rivendicazione illegittima.,dm,,,,,,,,
IT268,animale,noun,[no_synset],[no_synset_lemma],"Persona volgare, ignorante, stupida.",dm,Quando mangia è proprio un animale.,hn,,,,,,,,
IT2680,illegale,adjective,[no_synset],[no_synset_lemma],"Uso spregiativo per immigrato, clandestino",dm,Una persona illegale.,hn,,,,,,,,
IT2699,suini,noun,[no_synset],[no_synset_lemma],Persona ripugnante o moralmente spregevole.,dm,Quando sta a tavola è proprio un suino.,hn,,,,,,,,
IT2740,rubare,noun,[no_synset],[no_synset_lemma],Ottenere con la frode o indebitamente.,dm,Rubare il posto a qualcuno.,dm,,,,,,,,
IT2894,iene,noun,[no_synset],[no_synset_lemma],Persona crudele e spregevole.,dm,Essere cattivo come una iena.,dm,,,,,,,,
