alignment id	EN	JA	IT	ES	NL	FR	DE	FI	PL	MK	PT	RU	ZH	ID	MS	CA	TL	RO	FA	SV	SL	AR	NO	DA	CS	SK	IS	HR	EL	BG	LT	UK	HE	VI	HU	ET	TR	LV	SR	GA	CY	SW	SQ	AF	HI	KO	MT	EU	BN	TH	GL	EO	SIMPLE
ALIGNMENT65	EN2528, EN2529, EN2530, EN2531, EN2532, EN2533, EN2534, EN2535, EN2536, EN2537, EN2538, EN2539, EN2540, EN2541	JA1896, JA1897	IT1714, IT1715, IT1716, IT1717, IT1718	ES1341, ES1342	NL1481, NL1482	FR1389, FR1390		FI1341, FI1342, FI1343, FI1344, FI1345, FI1346, FI1347, FI1348, FI1349, FI1350, FI1351, FI1352, FI1353, FI1354, FI1355	PL1329, PL1330, PL1331, PL1332, PL1333, PL1334, PL1335, PL1336, PL1337, PL1338, PL1339, PL1340, PL1341, PL1342, PL1343, PL1344, PL1345, PL1346, PL1347		PT1080	RU1222, RU1223		ID976, ID977, ID978, ID979, ID980, ID981, ID982, ID983, ID984, ID985, ID986, ID987, ID988, ID989	MS1010, MS1011, MS1012, MS1013, MS1014, MS1015, MS1016, MS1017, MS1018, MS1019, MS1020, MS1021, MS1022, MS1023, MS1024, MS1025, MS1026	CA1032, CA1033, CA1034, CA1035		RO1091, RO1092, RO1093, RO1094, RO1095, RO1096	FA1061, FA1062, FA1063	SV952	SL1056, SL1057, SL1058, SL1059, SL1060, SL1061, SL1062, SL1063, SL1064, SL1065, SL1066, SL1067, SL1068	AR914, AR915		DA846, DA847				HR810, HR811, HR812, HR813, HR814, HR815, HR816	EL867, EL868, EL869, EL870						HU750								SQ701, SQ702, SQ703, SQ704, SQ705, SQ706, SQ707, SQ708, SQ709, SQ710					EU458, EU459, EU460, EU461, EU462		TH388, TH389, TH390, TH391, TH392			
ALIGNMENT66	EN5684		IT3428, IT3429, IT3430	ES3003	NL3014	FR2887, FR2888	DE2695, DE2696	FI2864	PL2828, PL2829, PL230, PL2830, PL2831		PT2320		ZH2380, ZH2381	ID2114, ID2115, ID2116, ID2117, ID2118	MS2182, MS2183, MS2184, MS2185, MS2186, MS2187	CA2189	TL2723	RO2291		SV2134, SV2135	SL2279, SL2280, SL2281	AR1976, AR1977, AR1978	NO1933, NO1934, NO1935, NO1936	DA1837, DA1838, DA1839		SK1793, SK1794	IS1905, IS1906, IS1907, IS1908, IS1909	HR1732, HR1733	EL1821, EL1822	BG1722, BG1723, BG1724, BG1725, BG1726	LT1699, LT1700			VI994	HU1669		TR1500	LV1651		GA1608	CY1550	SW1538	SQ1531, SQ1532	AF1468	HI1434			EU915, EU916, EU917, EU918		TH836, TH837, TH838, TH839, TH840	GL523		
ALIGNMENT67	EN5008	JA3511, JA3512, JA3513, JA3514, JA3515, JA3516, JA3517, JA3518, JA3519, JA3520, JA3521, JA3522, JA3523, JA3524, JA3525, JA3526, JA3527, JA3528, JA3529, JA3530, JA3531, JA3532	IT3083, IT3084		NL2662, NL2663	FR2600	DE2380	FI2517	PL2503, PL2504, PL2505		PT2053	RU2317, RU2318		ID1839, ID1840, ID1841, ID1842, ID1843, ID1844	MS1889, MS1890, MS1891, MS1892			RO2017, RO2018, RO2019							CS1631																										GL459		
ALIGNMENT68	EN7139		IT4176, IT4177					FI3599													SL2855																																
ALIGNMENT69	EN7552	JA5469			NL3906			FI3896					ZH3281, ZH3282, ZH3283	ID2917	MS3028	CA2920	TL3458	RO3030, RO3031	FA3060				NO2492	DA2365			IS2577	HR2296, HR2297, HR2298	EL2353, EL2354	BG2268	LT2183			VI2153		ET2088				GA2063	CY1992			AF1878	HI1832	KO1819				TH1164			
ALIGNMENT70	EN3083, EN3084, EN3085, EN3086, EN3087, EN3088, EN3089, EN3090, EN1297, EN3091	JA2312, JA2313, JA2314, JA764, JA2315, JA2316, JA2317, JA2318, JA2319	IT2033, IT2034, IT2035, IT2036, IT2037, IT2038, IT2039	ES1656, ES1657, ES1658, ES1659, ES1660, ES1661, ES1662, ES1663	NL1750, NL1751, NL1752, NL1753, NL1754, NL1755, NL1756, NL1757	FR1675, FR1291, FR1676, FR1677, FR1678, FR1679, FR1680, FR1681, FR1682	DE1495, DE1496, DE1497, DE1498, DE1499, DE1500, DE1501, DE1502	FI1633, FI1634, FI1635, FI1636, FI1637, FI1638, FI1639, FI1640	PL1606, PL1607, PL1608, PL1609, PL1610, PL1611, PL1612, PL1613, PL1614, PL1615, PL1616	MK1288	PT1304, PT1305, PT1306, PT1307, PT1308, PT1309, PT1310, PT298, PT1311, PT1312, PT1313, PT1314	RU1488, RU1489, RU1490, RU1491, RU1492, RU1493, RU1494, RU1248, RU1495, RU1496, RU1497, RU1498	ZH1307, ZH1308, ZH1309, ZH1310, ZH1311, ZH1312, ZH1313	ID1187, ID1188, ID1189, ID1190, ID1191, ID1192, ID1193	MS1221, MS1222, MS1223, MS1224, MS1225, MS1226, MS1227	CA1236, CA1237, CA1238, CA1239, CA1240, CA1241, CA1242, CA1243	TL1268, TL1269, TL1270, TL1271, TL1272, TL1273, TL1274	RO1329, RO1330, RO1331, RO1181, RO1332, RO1333, RO1334, RO1335	FA1282, FA1283, FA1284, FA1285, FA1286, FA1287, FA1288	SV1158, SV1159, SV1160, SV1161, SV1162, SV1163, SV1164, SV1165	SL1283, SL1284, SL1285, SL1286, SL1287, SL1288, SL1289	AR1096, AR1097, AR1098, AR1099, AR1100, AR1101, AR1102	NO1065, NO1066, NO1067, NO1068, NO1069, NO1070, NO1071	DA1031, DA1032, DA1033, DA1034, DA1035, DA1036, DA1037	CS1029, CS1030, CS1031, CS1032, CS1033, CS1034, CS1035, CS1036	SK1026, SK1027, SK1028, SK1029, SK1030, SK1031, SK1032	IS1089, IS1090, IS1091, IS1092, IS1093, IS1094, IS1095	HR992, HR993, HR994, HR995, HR996, HR997, HR998	EL1048, EL1049, EL811, EL1050, EL1051, EL1052, EL1053, EL1054	BG978, BG979, BG980, BG981, BG982, BG983, BG984	LT979, LT980, LT981, LT982, LT983, LT984, LT985, LT759	UK1001, UK1002, UK1003, UK1004, UK1005, UK1006, UK1007	HE969, HE970, HE971, HE972, HE973, HE974, HE975	VI939, VI940, VI941, VI942, VI943, VI944, VI945	HU904, HU905, HU906, HU907, HU908, HU909, HU910	ET921, ET922, ET923, ET924, ET925, ET926, ET927, ET928	TR839, TR840, TR841, TR842, TR843, TR844, TR845, TR846	LV912, LV913, LV914, LV915, LV916, LV917, LV918, LV919	SR887, SR888, SR889, SR890, SR891, SR892, SR893	GA899, GA900, GA901, GA902, GA903, GA904, GA905	CY868, CY869, CY870, CY871, CY872, CY873, CY874	SW866, SW867, SW868, SW869, SW870, SW871, SW872	SQ859, SQ860, SQ861, SQ862, SQ863, SQ864, SQ865	AF833, AF834, AF835, AF836, AF837, AF838, AF839	HI823, HI824, HI825, HI826, HI827, HI828, HI829	KO821, KO822, KO823, KO824, KO825, KO826, KO827	MT841, MT842, MT843, MT844, MT845, MT846, MT847			TH465	GL298, GL299	EO243, EO244, EO245	
ALIGNMENT71	EN7521, EN7522, EN7523, EN7524, EN7525, EN7526, EN7527, EN7528, EN7529	JA5423, JA5424, JA5425, JA5426, JA5427, JA5428, JA5429, JA5430	IT4379, IT4410, IT4411, IT4412, IT4413	ES3869, ES3870, ES3871		FR3782, FR3783, FR3784, FR3785		FI3873, FI3874, FI3875, FI3876, FI3837, FI3877, FI3878	PL3663, PL3664		PT2987, PT3010			ID2890	MS2965, MS2966, MS2967	CA2899, CA2900, CA2901, CA2902, CA2903		RO2998, RO2999, RO3000, RO3001, RO3002	FA3047		SL2430, SL3068, SL3069, SL3070, SL3071, SL3072, SL3073, SL3074																														GL722		
ALIGNMENT72	EN2853, EN2854, EN2855, EN2856, EN2857, EN2858, EN2859, EN2860, EN2861, EN2862, EN2853, EN2854, EN2855, EN2856, EN2857, EN2858, EN2859, EN2860, EN2861, EN2862	JA2185, JA2186, JA2187, JA2188, JA2189, JA2185, JA2186, JA2187, JA2188, JA2189	IT1916, IT1917, IT1918, IT1734, IT1739, IT1916, IT1917, IT1918	ES1573, ES1574, ES1575, ES1576, ES1031, ES1573, ES1574, ES1575, ES1576, ES1031	NL1662, NL1663, NL1664, NL1662, NL1663, NL1664	FR1581, FR1582, FR1583, FR1584, FR1581, FR1582, FR1583, FR1584	DE1410, DE1411, DE1412, DE1413, DE1414, DE1415, DE1416, DE1417, DE1418, DE1419, DE1420, DE1421, DE1422, DE1423, DE1424, DE1410, DE1411, DE1412, DE1413, DE1414, DE1415, DE1416, DE1417, DE1418, DE1419, DE1420, DE1421, DE1422, DE1423, DE1424	FI1540, FI1541, FI1542, FI1543, FI1540, FI1541, FI921, FI1542, FI1543	PL1481, PL1482, PL1483, PL1484, PL1485, PL1486, PL1481, PL1482, PL1483, PL1484, PL1485, PL1486		PT1235, PT1236, PT1237, PT1238, PT1239, PT1235, PT1236, PT1237, PT1238, PT1239	RU1404, RU1405, RU1404, RU1405	ZH1215, ZH1216, ZH1217, ZH1215, ZH1216, ZH1217	ID1120, ID1121, ID1122, ID1123, ID1120, ID1121, ID1122, ID1123	MS1152, MS1153, MS1154, MS1155, MS1152, MS1153, MS1154, MS1155	CA1161, CA1162, CA1163, CA1164, CA1161, CA1162, CA1163, CA1049, CA1164	TL1186, TL1187, TL1188, TL1186, TL1187, TL1188	RO410, RO1249, RO1250, RO1251, RO1252, RO410, RO1249, RO1250, RO1251, RO1252	FA1201, FA1202, FA1203, FA1204, FA1201, FA1202, FA1203, FA1204	SV1091, SV1092, SV1093, SV1091, SV1092, SV1093	SL1211, SL1212, SL1213, SL369, SL1211, SL1212, SL1213, SL369	AR1027, AR1028, AR1029, AR1027, AR1028, AR1029	NO1005, NO1006, NO1007, NO1005, NO1006, NO1007	DA972, DA973, DA974, DA972, DA973, DA974	CS963, CS964, CS965, CS966, CS963, CS964, CS965, CS966	SK967, SK968, SK969, SK970, SK967, SK968, SK969, SK970	IS1020, IS1021, IS1022, IS1020, IS1021, IS1022	HR937, HR938, HR939, HR940, HR937, HR938, HR939, HR940	EL991, EL992, EL993, EL991, EL992, EL993	BG922, BG923, BG924, BG922, BG923, BG924	LT921, LT922, LT923, LT924, LT921, LT922, LT923, LT924	UK941, UK942, UK941, UK942	HE912, HE913, HE912, HE913	VI880, VI881, VI882, VI883, VI880, VI881, VI882, VI883	HU852, HU853, HU854, HU855, HU852, HU853, HU854, HU855	ET870, ET871, ET872, ET870, ET871, ET872	TR794, TR795, TR796, TR797, TR794, TR795, TR796, TR797	LV855, LV856, LV857, LV855, LV856, LV857	SR834, SR835, SR836, SR837, SR834, SR835, SR836, SR837	GA838, GA839, GA840, GA838, GA839, GA840	CY814, CY815, CY814, CY815	SW808, SW809, SW810, SW808, SW809, SW810	SQ808, SQ809, SQ810, SQ808, SQ809, SQ810	AF777, AF778, AF779, AF777, AF778, AF779	HI773, HI774, HI775, HI773, HI774, HI775	KO773, KO774, KO773, KO774	MT786, MT787, MT786, MT787	EU339, EU339		TH434, TH434		EO235, EO235	
ALIGNMENT73	EN5815, EN5816, EN5817, EN5818, EN5819, EN5820, EN5821	JA4159, JA4160	IT3514, IT3515, IT3516		NL3083			FI696, FI2935	PL2906, PL1445		PT2382	RU2679		ID2179	MS2241			RO2351	FA1164	SV2215	SL2352, SL2353	AR2047	NO1991	DA1896			IS1971	HR1792	EL1874, EL1875		LT1749, LT1750	UK1810		VI1731					SR1623	GA1654	CY1593, CY1594	SW1579	SQ1576, SQ1577	AF1516	HI1476		MT1532, MT1533	EU943					
ALIGNMENT74	EN2801, EN2802, EN2803, EN2804, EN2805	JA2135, JA2136, JA2137, JA2138, JA2139, JA2140, JA2141, JA2142, JA2143, JA2144, JA2145, JA2146, JA2147	IT1866, IT1867, IT1868, IT1869, IT1870, IT1871, IT1872, IT1873	ES1486, ES1487	NL1632, NL1633, NL1634, NL1635	FR1538, FR1539	DE1375, DE1376, DE1377	FI1509, FI1510, FI1511	PL1462		PT1208, PT1209	RU1367, RU1368	ZH1188, ZH1189, ZH1190, ZH1191, ZH1192, ZH1193	ID1090, ID1091, ID1092, ID1093, ID1094	MS1126, MS1127, MS1128	CA1137, CA1138	TL1167, TL1168	RO1225, RO1226		SV1070, SV1071, SV1072	SL1186, SL1187		NO986	DA954			IS1001, IS1002	HR914, HR915, HR916, HR917, HR918, HR919, HR920	EL972	BG903		UK918		VI864, VI865		ET853	TR778			GA821, GA822		SW792, SW793		AF758, AF759	HI758	KO762		EU515, EU516					
ALIGNMENT75	EN344, EN345, EN346, EN347, EN348, EN349, EN350, EN351, EN352, EN353, EN354, EN355, EN356	JA292, JA293, JA294, JA295, JA296, JA297, JA298, JA299	IT228, IT229, IT230, IT231, IT232, IT233, IT234, IT235, IT236	ES161, ES162, ES163, ES164, ES165, ES166, ES167, ES168, ES169, ES170, ES171, ES172	NL159, NL160, NL161, NL162, NL163, NL164, NL165, NL166	FR172, FR173, FR174, FR175, FR176, FR177, FR178, FR179, FR180, FR181	DE140, DE141, DE142	FI187, FI188, FI189, FI190, FI191, FI192, FI193, FI194, FI195	PL168, PL169, PL170, PL171, PL172, PL173		PT129, PT130, PT131, PT132, PT133	RU131, RU132, RU133, RU134	ZH136, ZH137, ZH138, ZH139, ZH140, ZH141	ID161, ID162, ID163, ID164, ID165, ID166	MS145, MS146, MS147, MS148, MS149, MS150, MS151	CA139, CA140, CA141	TL175, TL176	RO146, RO147, RO148, RO149, RO150, RO151	FA164, FA165, FA166	SV116, SV117, SV118, SV119, SV120, SV121, SV122	SL126, SL127, SL128, SL129, SL130, SL131, SL132	AR121, AR122, AR123	NO107, NO108, NO109, NO110	DA101, DA102, DA103, DA104	CS104, CS105, CS106, CS107	SK107, SK108, SK109	IS101, IS102	HR97, HR98, HR99	EL106, EL107, EL108, EL109	BG105, BG106, BG107	LT97, LT98, LT99	UK99, UK100, UK101	HE85, HE86	VI94, VI95	HU90, HU91	ET84, ET85, ET86, ET87, ET88	TR91	LV86, LV87	SR86, SR87, SR88	GA82, GA83	CY78, CY79	SW86, SW87	SQ94, SQ95	AF79, AF80	HI79, HI80	KO72, KO73, KO74	MT86, MT87	EU63		TH37		EO22	
ALIGNMENT76	EN134, EN135, EN136, EN137, EN138, EN139, EN140, EN141	JA79, JA80, JA81, JA82, JA83, JA84	IT86	ES65	NL56, NL57	FR75, FR76	DE51, DE52	FI81, FI82, FI83	PL75, PL76		PT56	RU55, RU56, RU57, RU58	ZH59, ZH60, ZH61	ID60, ID61	MS53, MS54, MS55	CA57	TL40, TL41, TL42	RO63, RO64, RO65	FA68	SV44	SL49, SL50, SL51, SL52, SL53, SL54	AR47, AR48	NO48, NO49	DA41, DA42	CS39, CS40, CS41, CS42	SK45, SK46, SK47	IS45, IS46, IS47	HR41, HR42, HR43	EL46, EL47	BG48, BG49, BG50, BG51, BG52, BG53, BG54	LT46, LT47	UK49, UK50, UK51, UK52, UK53	HE35	VI39, VI40	HU45, HU46, HU47	ET39, ET40	TR35, TR36, TR37, TR38	LV37	SR40, SR41, SR42	GA34, GA35	CY33, CY34	SW38, SW39, SW40	SQ41, SQ42	AF37, AF38	HI38, HI39	KO28	MT37, MT38, MT39						
ALIGNMENT77	EN3944, EN7927, EN7928, EN3946, EN7929	JA5640, JA5641	IT4594, IT4595, IT4596, IT4597	ES4038, ES4039, ES4040, ES4041, ES4042, ES4043, ES4044, ES4045, ES4046	NL4087, NL4088, NL4089	FR3948, FR3949, FR3950	DE3626, DE3627, DE3628, DE3629	FI4034, FI4035, FI4036, FI4037, FI4038, FI4039, FI4040, FI4041	PL3800, PL3801, PL3802, PL3803	MK3664	PT3149, PT3150	RU3458, RU3459, RU3460, RU3461		ID3025, ID3026, ID3027	MS3127, MS3128, MS3129	CA3024, CA3025, CA3026, CA3027	TL3582, TL3583	RO3136, RO3137	FA3205, FA3206	SV2906, SV2907, SV2908	SL3194, SL3195	AR2730, AR2731, AR2732	NO2604, NO2605	DA2470, DA2471, DA2472	CS2473, CS2474, CS2475	SK2466, SK2467, SK2468	IS2677, IS2678, IS2679	HR2379, HR2380	EL2439, EL2440, EL2441	BG2361, BG2362	LT2272, LT2273, LT2274	UK2333, UK2334, UK2335	HE2317, HE2318, HE2319	VI2227, VI2228, VI2229	HU2207, HU2208, HU2209	ET2177, ET2178, ET2179, ET2180, ET2181, ET2182	TR2013, TR2014, TR2015	LV2177, LV2178	SR2132, SR2133	GA2147, GA2148	CY2071, CY2072, CY2073	SW2048, SW2049, SW2050	SQ2038	AF1962, AF1963, AF1964	HI1905, HI1906, HI1907	KO1886, KO1887	MT1959						
ALIGNMENT78	EN5738, EN5739	JA4079		ES3032	NL3036, NL3037	FR2920	DE2720, DE2721	FI2884, FI2885, FI2886	PL2854, PL2855, PL2856, PL2857		PT2350	RU2637, RU2638	ZH2417, ZH2418			CA2213	TL2739	RO2312	FA2358	SV2162	SL2314, SL2315	AR2000, AR2001	NO1954		CS1845	SK1808, SK1809, SK1810	IS1928, IS1929	HR1756, HR1757	EL1841, EL1842	BG1739, BG1740	LT1715, LT1716, LT1717, LT1718, LT1719	UK1772, UK1773	HE1750	VI1698		ET1643	TR1512	LV1664, LV1665	SR1590, SR1591	GA1623, GA1624	CY1564, CY1565	SW1549	SQ1545, SQ1546	AF1481, AF1482	HI1446	KO1443	MT1501			TH850			
ALIGNMENT79	EN3873, EN3874, EN3875, EN3876, EN3877, EN3878, EN3879, EN3880	JA2771, JA2772, JA2773, JA2774, JA2775	IT2453, IT2454, IT2455, IT2456, IT2457, IT2458	ES2073, ES2074, ES2075, ES2076	NL2081, NL2082, NL2083, NL2084, NL2085, NL2086	FR2012, FR2013, FR2014, FR2015, FR2016	DE1858, DE1859, DE1860, DE1861, DE1862, DE1863, DE1864	FI1978, FI1979, FI1980, FI1981, FI1982	PL1968, PL1969, PL1970, PL1971, PL1972, PL1973		PT1604, PT1605, PT1606, PT1607	RU1775, RU1776, RU1777, RU1778, RU1779	ZH1598, ZH1599, ZH1600, ZH1601, ZH1602, ZH1603	ID1453, ID1454, ID1455	MS1506, MS1507, MS1508	CA1518, CA1519, CA1520, CA1521, CA1522, CA1523, CA1524, CA1525	TL1595, TL1596, TL1597	RO1599, RO1600, RO1601, RO1602, RO1603, RO1604	FA1595, FA1596, FA1597, FA1598	SV1454, SV1455, SV1456	SL1581, SL1582, SL1583	AR1349, AR1350, AR1351	NO1309, NO1310, NO1311, NO1312, NO1313	DA1256, DA1257, DA1258, DA1259, DA1260	CS1275, CS1276, CS1277, CS1278	SK1255, SK1256, SK1257, SK1258, SK1259, SK1260, SK1261	IS1318, IS1319, IS1320	HR1202, HR1203, HR1204, HR1205, HR1206	EL1277, EL1278, EL1279, EL1280	BG1186, BG1187, BG1188	LT1182, LT1183, LT1184, LT1185, LT1186, LT1187, LT1188	UK1220, UK1221, UK1222, UK1223	HE1196, HE1197, HE1198, HE1199, HE1200	VI1153, VI1154, VI1155, VI1156, VI1157, VI1158	HU1187, HU1188, HU1189, HU1190, HU1191	ET1126, ET1127, ET1128, ET1129, ET1130	TR1050, TR1051, TR1052	LV1118, LV1119, LV1120, LV1121	SR1077, SR1078, SR1076, SR1079	GA1114, GA1115, GA1116	CY1069, CY1070, CY1071, CY1072	SW1068, SW1069, SW1070, SW1071, SW1072	SQ1064, SQ1065, SQ1066	AF1030, AF1031, AF1032	HI1013, HI1014, HI1015, HI1016	KO998, KO999, KO1000	MT1045, MT1046, MT1047	EU642, EU643, EU644		TH558	GL346, GL347	EO277	SIMPLE273
ALIGNMENT80	EN5203	JA3717, JA2849				FR2693, FR2694		FI2036	PL2605, PL2606, PL2607										FA2169, FA2170																																		
ALIGNMENT81	EN6890		IT2929	ES3515		FR3381	DE3170	FI3443	PL3366		PT2732, PT2733	RU3017	ZH2866, ZH2867, ZH2868	ID2597	MS2652	CA2609		RO2708	FA2785	SV2528, SV2529					CS2158										HU1942		TR1762	LV1922															
ALIGNMENT82	EN5274, EN5275, EN5276, EN5277, EN5278, EN5279, EN5280	JA3744, JA3745, JA3746	IT3226, IT3227, IT3228	ES2821, ES2822, ES2823	NL2807, NL2808, NL2809, NL2810	FR2715, FR2716, FR2717, FR2718, FR2719	DE2498, DE2499, DE2500, DE2501, DE2502	FI2661, FI2662, FI2663, FI2664	PL2638, PL2639, PL2640, PL2641, PL2642, PL2643, PL2644		PT2143, PT2144, PT2145	RU2412, RU2413, RU2414, RU2415, RU2416, RU2417, RU2418, RU2419	ZH2207, ZH2208	ID1989, ID1990	MS2056, MS2057	CA2029, CA2030	TL2576, TL2577	RO2129, RO2130	FA2185, FA2186	SV1967, SV1968, SV1969	SL2124, SL2125	AR1805, AR1806	NO1778, NO1779, NO1780, NO1781, NO1782	DA1691, DA1692, DA1693	CS1695, CS1696, CS1697	SK1674, SK1675, SK1676	IS1773, IS1774	HR1611, HR1612	EL1684, EL1685, EL1686	BG1595, BG1596	LT1567, LT1568	UK1628, UK1629, UK1630, UK1631, UK1632	HE1599, HE1600	VI1555, VI1556	HU1543, HU1544, HU1545, HU1546	ET1507, ET1508, ET1509, ET1510	TR1413, TR1414	LV1518, LV1519	SR1448, SR1449	GA1485, GA1486	CY1430, CY1431	SW1426, SW1427	SQ1431, SQ1432	AF1363, AF1364	HI1325, HI1326	KO1312, KO1313	MT1382, MT1383	EU855					SIMPLE389, SIMPLE390
ALIGNMENT83	EN1569, EN1570, EN1571, EN1572, EN1573, EN1574, EN1575, EN1576, EN1577, EN1578, EN1579, EN1580, EN1581	JA1270, JA1271, JA1272, JA1273, JA1274, JA1275, JA1276, JA1277, JA1278, JA1279, JA1280, JA1281	IT1139, IT1140, IT1141, IT1142, IT1143	ES879, ES880, ES881, ES882, ES883, ES884, ES885, ES886, ES887, ES888, ES889	NL931, NL932, NL933, NL934, NL935, NL936	FR883, FR884, FR885, FR886, FR887, FR888, FR889, FR890, FR891, FR892, FR893, FR894, FR895	DE787, DE788, DE789, DE790, DE791, DE792, DE793, DE794	FI855, FI856, FI857, FI858, FI859, FI860, FI861, FI862, FI863	PL799, PL800, PL801, PL802, PL803		PT688, PT689, PT690, PT691, PT692, PT693, PT694	RU718, RU719, RU720, RU721, RU722, RU723, RU724	ZH674, ZH675, ZH676, ZH677, ZH678, ZH679, ZH680	ID652, ID653, ID654, ID655, ID656, ID657, ID658	MS667, MS668, MS669, MS670, MS671, MS672, MS673, MS674, MS675	CA669, CA670, CA671, CA672, CA673	TL752, TL753, TL754, TL755, TL756	RO696, RO697, RO698, RO699, RO700, RO701, RO702, RO703, RO704, RO705, RO706	FA671, FA672, FA673	SV589, SV590, SV591, SV592, SV593, SV594, SV595, SV596	SL652, SL653, SL654, SL655, SL656, SL564, SL657	AR555, AR556, AR557, AR558, AR559, AR560, AR561, AR562, AR563, AR564, AR565, AR566	NO553, NO554, NO555, NO556, NO557, NO558, NO559, NO560, NO561, NO562	DA523, DA524, DA525, DA526, DA527, DA528, DA529, DA530, DA531	CS530, CS531, CS532, CS533, CS534	SK535, SK536, SK537, SK538, SK539, SK540	IS540, IS541, IS542, IS543, IS544, IS545, IS546	HR504, HR505, HR506, HR507, HR508, HR427, HR509, HR510	EL534, EL535, EL536, EL537, EL459, EL538, EL539	BG505, BG506, BG507, BG508, BG509, BG510, BG511, BG512	LT504, LT505, LT506, LT507, LT508, LT509, LT510	UK498, UK499, UK500, UK501, UK502	HE471, HE472, HE473, HE474	VI488, VI489, VI490, VI491, VI492, VI493, VI494	HU462, HU463, HU464, HU465, HU466, HU467, HU468, HU469	ET473, ET474, ET475, ET476, ET477, ET478, ET479, ET480	TR430, TR431, TR432, TR433, TR434, TR435, TR436, TR437	LV461, LV385, LV462, LV463, LV464, LV465	SR441, SR442, SR443, SR444, SR445, SR446, SR447	GA448, GA449, GA450, GA451, GA452, GA453, GA454	CY428, CY429, CY430, CY431, CY432, CY433, CY434, CY435	SW439, SW440, SW441, SW442, SW443, SW444, SW445	SQ432, SQ433, SQ434, SQ435, SQ436, SQ437, SQ438	AF405, AF406, AF407, AF408, AF409, AF410, AF411, AF412	HI414, HI415, HI416, HI417, HI418, HI419, HI420	KO408, KO409, KO410, KO411, KO412, KO413, KO414, KO415, KO416, KO417, KO418, KO419	MT426, MT427, MT428, MT429, MT430, MT431, MT432, MT433	EU299, EU300		TH241, TH242, TH243, TH244, TH245, TH246		EO123, EO124	SIMPLE147, SIMPLE148, SIMPLE149, SIMPLE150, SIMPLE151, SIMPLE152, SIMPLE153
ALIGNMENT84	EN1582, EN1583	JA1282, JA1283	IT1144, IT1145, IT1146		NL937, NL938, NL939	FR896	DE795, DE796	FI864	PL804		PT695, PT696, PT697, PT698	RU725		ID659	MS676	CA674, CA675, CA676	TL757, TL758	RO707	FA674, FA675	SV597	SL658		NO563				IS547	HR511		BG513		UK503		VI495	HU470	ET481	TR438	LV466	SR448	GA455	CY436	SW446		AF413, AF414	HI421	KO420	MT434	EU301		TH247		EO125	
ALIGNMENT85					NL4180, NL4181		DE3745													SV2997																ET2292																	
ALIGNMENT86	EN7727, EN7728, EN7729	JA5529	IT4504	ES3946, ES3947, ES3948, ES3949	NL3992	FR3868, FR3869, FR3870	DE3544, DE3545				PT3081, PT3082																			BG2310	LT2218, LT2219, LT2220																					EO583	
ALIGNMENT87	EN357, EN358, EN359	JA300, JA301, JA302, JA303, JA304	IT237, IT238	ES173	NL167, NL168, NL169	FR182, FR183, FR184	DE143, DE144	FI196, FI197	PL174, PL175, PL176, PL177		PT134	RU135, RU136	ZH142, ZH143	ID167, ID168	MS152, MS153	CA142, CA143	TL177, TL178	RO152, RO153, RO154	FA167, FA168	SV123, SV124	SL133, SL134	AR124, AR125	NO111, NO112	DA105, DA106, DA107	CS108, CS109	SK110, SK111	IS103, IS104	HR100, HR101	EL110, EL111	BG108, BG109	LT100, LT101	UK102, UK103	HE87, HE88	VI96, VI97	HU92, HU93, HU94	ET89, ET90	TR92, TR93	LV88, LV89	SR89, SR90	GA84, GA85	CY80, CY81	SW88, SW89	SQ96, SQ97	AF81, AF82	HI81, HI82	KO75, KO76, KO77	MT88, MT89	EU64, EU65, EU66, EU67		TH38, TH39, TH40, TH41	GL30		
